id,text,code,party
11,"Unser Land ist vielfältig. Topografisch geprägt von Bergen, Hügeln, Seen, Dörfern und Städten. Wir sind eine Willensnation mit vier Kulturen. Gestärkt in Traditionen und Werten. Geprägt von einer jahrhundertealten Geschichte, die unsere Identität geformt und die Freiheit verteidigt hat.",01,SVP
12,"Heute ist die Schweiz ein modernes Land mit einem der höchsten Lebensstandards der Welt und einem aussergewöhnlichen Wohlstand. Dabei ist unser Land arm an natürlichen Ressourcen. Es hat kaum Bodenschätze, die genutzt werden können. Dafür hat die Schweiz Menschen, die bereit sind, mehr zu arbeiten als andere. Und Bürgerinnen und Bürger, die den Staat dank der direkten Demokratie überwachen und im Zaum halten.",01,SVP
13,"Doch dies alles ist gefährdet. Immer mehr greift ein Mentalitätswandel um sich, der die Freiheit der Bürgerinnen und Bürger beschränkt, Aufgaben dem Staat delegieren und die Interessen der Mehrheiten nicht mehr verteidigen will. Hier leistet die SVP Gegensteuer.",01,SVP
14,"Für uns ist die Schweiz geliebte Heimat. Damit dies auch so bleibt, müssen wir Sorge tragen.",01,SVP
15,"Wir stehen zur Familie als kleinste Einheit unserer Gesellschaft. Hier beginnt Heimat. In der Familie, in der Nachbarschaft, im Quartier. Im Dorf. Wer sich in seiner näheren Umgebung für die Gesellschaft und die Gemeinschaft einsetzt, übernimmt Verantwortung und trägt dazu bei, dass unsere Schweiz Heimat bleibt.",01,SVP
16,"Verantwortung für die Gemeinschaft übernehmen viele Bürgerinnen und Bürger auch, indem sie sich für ein politisches Amt zur Verfügung stellen. Dies geschieht meistens im Milizsystem. Dazu müssen wir Sorge tragen. Nur wer die Herausforderungen und Probleme der Menschen kennt, kann politisch gute Entscheide treffen. Berufspolitiker heben ab und bauen den Staat zu ihrem eigenen Vorteil immer noch mehr aus.",01,SVP
17,"Pünktlichkeit, Leistungsbereitschaft und Verlässlichkeit sind wichtige Pfeiler unseres Landes. Genauso wichtig sind auch unsere Schweizer Dialekte, die Bratwurst, der Käse, die feine Schokolade oder unser Brauchtum. All dies gilt es zu bewahren und zu pflegen.",01,SVP
18,"Wir stehen mit Stolz zu unserem Land, seinen Werten. Dazu gehören die direkte Demokratie und die Mitbestimmung des Volkes. Dazu gehören auch die Freiheit, die Selbstbestimmung, die Unabhängigkeit, die Neutralität und die Abwägung der Interessen aller Bürgerinnen und Bürger.",01,SVP
19,"Wir sind stolz auf unser Land. Dies ist ein schönes und positives Gefühl. Wir sind froh, in einem so schönen Land mit solch hohem Wohlstand zu leben. Doch damit dies so bleibt, müssen auch unsere Kinder unsere Geschichte, unser Land, unsere Werte und unser Brauchtum kennen. Gerade die Schule muss ihnen dies vermitteln und aufzeigen, dass dies alles zentrale Bausteine unseres Landes sind.",01,SVP
20,"Und wer zu uns kommt, darf Teil unserer Gesellschaft werden, wenn er oder sie sich integriert und gewillt ist, sich an unsere Werte und Gesetze zu halten. Diesen Menschen bieten wir gerne eine neue Heimat.",01,SVP
21,"Damit unsere Schweiz auch unsere Heimat bleibt, tragen wir auch Sorge zur Kulturlandschaft, zur Natur, zu unseren Alpen. Unser Land ist diesbezüglich sehr vielfältig und einzigartig. Wir pflegen unsere Landschaft im Wissen darum, dass sie die Quelle für unsere Bürgerinnen und Bürger, vor allem auch im Bereich der Ernährung, ist.",01,SVP
22,"Wir tragen Sorge zu unserem Land, zu unserer Heimat: im persönlichen Handeln, im Alltag wie auch in der politischen Haltung.",01,SVP
23,"Wir übernehmen Verantwortung für unser Land: auf allen Stufen und jeder so viel, wie er vermag oder leisten kann.",01,SVP
24,"Wir stehen zu unserer Heimat, unserem Land und unserer Geschichte: Unsere Identität ist das Resultat über Jahrhunderte gewachsenen Willens zur Selbstbestimmung, zur Freiheit, zur Neutralität, zur direkten Demokratie und zur Abwägung der Interessen aller Bürgerinnen und Bürger.",01,SVP
25,"Wir sorgen für die kleinste Einheit in unserer Gesellschaft: die Familie. Sie soll geschützt und wo nötig unterstützt werden.",01,SVP
26,"Wir sorgen für Wurzeln: Schülerinnen und Schüler sollen unsere Geschichte, unsere Hymne, unser Land kennen und unsere Bräuche und Traditionen leben dürfen.",01,SVP
27,"Wir setzen uns für die Flügel unserer Heimat ein und tragen Sorge zur Tradition von lokalem Brauchtum und Tradition, damit diese auch in Zukunft lebendig bleiben.",01,SVP
28,"Wir tragen Sorge zu unserem Kulturland, zur Natur und zu unseren Alpen. Sie bilden die Basis unserer schönen Schweiz, die nicht nur uns fasziniert, sondern auch viele Touristen anlockt.",01,SVP
29,"Wir bieten Zuwanderern eine neue Heimat, wenn sie sich unseren Werten und unseren Regeln anpassen und für ihren Lebensunterhalt selbst sorgen. Wer sich nicht zu den schweizerischen Werten bekennen will, ist frei, sich eine andere Heimat zu suchen.",01,SVP
30,"Wir verteidigen die freie Meinungsäusserung und das eigenverantwortliche Handeln eines jeden.",01,SVP
31,"Wir stehen zum Schweizer Wappen und seinem Kreuz. Unser Land, unsere Kultur sind christlich geprägt. Zur Schweiz gehören die Glaubens- und Religionsfreiheit, solange diese nicht im Widerspruch stehen zu unseren Werten, die unser Staatsverständnis und unsere Rechtsordnung prägen. Jeder, der in unserem Land lebt oder leben will, hat unsere Kultur zu respektieren.",01,SVP
32,"Die SVP setzt sich für die Wahrung einer unabhängigen und neutralen Schweiz ein. Der Ausverkauf unserer Souveränität und Selbstbestimmung durch die politischen Eliten muss gestoppt werden. Deshalb darf unser Land nicht weiter schleichend in internationale Gebilde, wie etwa die EU, eingebunden werden. Die SVP bekennt sich auf Basis der Neutralität zu einer glaubwürdigen Politik der guten Dienste, der Vermittlung, des Handels auf Augenhöhe und der humanitären Hilfe.",01,SVP
33,"Die Geschichte zeigt es. Die Schweiz hat sich nicht in fremde Händel eingemischt und wurde beispielsweise im Zweiten Weltkrieg weitgehend verschont. Die Neutralität hat Jahrhunderte überdauert und bildet einen integralen Bestandteil der Sicherheitspolitik unseres Landes. Die Neutralität ist einer der wichtigsten Stützpfeiler der Schweizer Aussenpolitik. Die erfolgreiche Neutralitätspolitik der Schweiz hängt von der Wahrnehmung anderer Staaten ab. Die Neutralität muss immerwährend, durch alle Politikbereiche verankert sowie mit einer glaubwürdigen Verteidigungsarmee untermauert sein. Die SVP lehnt jegliche anderweitige Auslegung, ob «aktive Neutralität» oder «kooperative Neutralität», entschieden ab. Nur Opportunisten ohne geschichtliches und politisches Verständnis fordern ein situationsbedingtes Neutralitätsverständnis! Die Schweiz kann zudem nur glaubwürdig Gute Dienste für andere Staaten erbringen, wenn die Schweiz den Ruf als unabhängiges Land nicht verliert. Die SVP setzt sich ohne Wenn und Aber für die immerwährende, bewaffnete und integrale Neutralität ein.",01,SVP
34,"Neutral zu sein ist nicht einfach. Man wird meist von beiden Seiten unter Druck gesetzt. Immerwährende Neutralität meint dabei nicht nur eine rein juristische und militärisch verstandene Neutralität (Neutralitätsrecht), sondern auch eine gelebte Neutralität (Neutralitätspolitik) in der Aussenpolitik. Dies bedeutet, dass der Bundesrat weder eigene Sanktionen gegen Drittstaaten verhängt noch eine einseitige Sanktionspolitik (diplomatisch, finanziell und wirtschaftlich) mitträgt, auch nicht jene der EU oder der OSZE. Vorbehalten sind Massnahmen, damit nichtmilitärische Zwangsmassnahmen anderer Staaten nicht umgangen werden können.",01,SVP
35,"Die Schweiz hat ihre Bestrebungen zu intensivieren, mit allen Staaten und Organisationen auf Augenhöhe Handel zu treiben und sich in diesem Bereich nicht einseitig auf die EU zu fokussieren. Zu dieser universalistischen Aussenhandelspolitik gehört die bewusste Diversifikation durch ausgewogene Freihandelsabkommen mit möglichst vielen Staaten. Handel ist die beste Grundlage für freundschaftliche Beziehungen und dauerhaften Frieden. Wirtschaftliche Verknüpfungen sind auch Ausdruck von gegenseitigen gemeinsamen Interessen. Wirtschaftspolitische Beziehungen bestehen in erster Linie aus den beteiligten Handelspartnern und bedürfen keiner politischen Institutionen, Organisationen oder Anbindungsversuchen. Das eigene Recht muss dem Recht bürgerferner internationaler Institutionen vorgehen. Vereinheitlichung und Gleichmacherei widersprechen sogar dem Freihandel. Konkurrenz und Wettbewerb führen zu mehr Freiheit, mehr Innovation, mehr Auswahl und somit zum gemeinsamen Erfolg.",01,SVP
36,"Die Bürgerferne und die Demokratiedefizite der Brüsseler Bürokratie sind zu Recht Gegenstand ständiger Kritik. Die Schweiz ist der EU überlegen: bei Standortattraktivität, Wohlstand, Sozialsystem, Verschuldung, ja sogar beim Glücksgefühl der Bürgerinnen und Bürger. Wenn die Schweiz heute nicht Mitglied der EU ist, verdankt sie dies nicht den selbstgefälligen Eliten in Politik, Wirtschaft, Gesellschaft und Medien, sondern einzig dem Sonderfall der direkten Demokratie: dass die Bevölkerung – im Gegensatz zu allen anderen Staaten – Nein zum EU-Beitritt sagen kann. Und es ist das Verdienst der SVP, seit über zwei Jahrzehnten auf der Seite der Bevölkerung gegen den EU und EWR-Beitritt sowie gegen das Rahmenabkommen gekämpft zu haben. Interessanterweise läutete der Nichtbeitritt zum EWR 1992 entgegen allen Vorhersagen und Behauptungen nicht den Untergang der Schweiz ein. Der Schweiz geht es seit den Neunzigerjahren wirtschaftlich besser denn je – gerade wegen ihrer Eigenständigkeit und Unabhängigkeit. So erstaunt es, dass beim Verhältnis zur EU heute wieder die alte Leier ertönt: Ohne Anbindung oder ohne weitere Abkommen mit der EU würden wir in der Armut versinken, posaunen Verwaltung und Wirtschaftsfunktionäre ins Land hinaus. Sogar die Diskussion über einen möglichen EU oder EWR-Beitritt werden seit dem Scheitern des Rahmenabkommens in gewissen Kreisen wieder aktiv geführt. Offensichtlich ist dieses ständige Mantra des Untergangs der Schweiz ohne EU-Anbindung reine Angstmacherei. Die Schweiz braucht zwar gute wirtschaftliche und freundnachbarschaftliche Beziehungen zur EU, aber keinesfalls sind wir auf eine staatliche Einbindung angewiesen, die uns einzig in die Unterwerfung führt. Bilaterale Beziehungen und Verträge in beidseitigem Interesse sind zu befürworten, aber keine EU-Integrationspolitik, die als Endziel den EU-Beitritt hat oder uns immer abhängiger und angepasster macht, bis wir schleichend doch drin sind. Es gibt für die Bürger keinen Grund, sich einem schlechteren System anzugleichen, das geprägt ist von abgehobenen, ideologischen Bürokraten, hoher Jugendarbeitslosigkeit, hoher Inflation und Armut, Bürgerferne, Bürokratie und Zentralismus.",01,SVP
37,"Heute wird das internationale Recht höher eingestuft als das im eigenen Land von Parlament und Volk erlassene Recht. Dies zeigt sich darin, dass immer mehr Volksinitiativen nicht oder nicht korrekt umgesetzt werden. Dieses fremde Recht, das o! trügerisch als «Völkerrecht» betitelt wird, ist aber wenig oder meistens überhaupt nicht demokratisch legitimiert. Auch der Bezug zu den Menschenrechten ist irreführend.",01,SVP
38,"Die heutige Diskussion um Menschenrechte hat nichts mehr mit dem ursprünglichen Begriff zu tun und ist eine ausufernde Interpretation der ursprünglichen Charta der Vereinten Nationen durch den Europäischen Gerichtshof. Gerichte mischen sich immer stärker und offensichtlicher in die Angelegenheiten der Staaten ein und missachten die jeweiligen Verfassungen und die Souveränität. Die ordnungspolitische Errungenschaft der Gewaltentrennung geht verloren. Mit sogenanntem «Soft Law» definieren Bürokraten internationaler Organisationen «unverbindliche» Handlungsrichtlinien für die Mitgliedsstaaten. Es wird dann aber erwartet, dass die Staaten in ihrer Gesetzgebung diesen Handlungsrichtlinien von sich aus folgen. Der Bevölkerung wird vorgegaukelt, es handle sich um einen freien, selbstgewählten und transparenten Gesetzgebungsprozess. Die linken Staatsangestellten versuchen, So! Law durch die Hintertür einzuführen, indem das Parlament in diesen Fragen kaum Einfluss nehmen kann, wie dies beispielsweise mit dem Migrationspakt, dem Pandemiepakt und den Pariser Klimazielen versucht wurde und wird. Die SVP fordert daher im Bereich des So! Laws Transparenz zu schaffen und zwingend verpflichtende Volksabstimmungen zur Übernahme von Soft Law durchzuführen.",01,SVP
39,"Der drohende Verlust der Selbstbestimmung Selbstbestimmung bedeutet: Keine institutionelle Einbindung in die EU und damit keine aufgezwungenen Rechtsübernahmen und keine fremden Richter. Ein gefährlicher Angriff auf die schweizerische Souveränität wurde mit dem Ende des Rahmenabkommens abgewehrt. Die Souveränität der Schweiz ist aber nach wie vor gefährdet: Linke Kreise fordern eine stärkere Anbindung an die EU, es ist von einem neuen Rahmenabkommen, einer neuen Art von Partnerschaft, einem EWR-Beitritt oder von Seiten der GLP und Grünen von Beitritt die Rede. Die SVP stellt sich gegen jede Übernahme von EU-Recht, die «dynamisch» erfolgen soll – also automatisch und ohne Mitwirkung des Volkes. Jede institutionelle Anbindung der Schweiz an die EU würde die Schweiz unweigerlich zum untergeordneten Vasallenstaat der EU machen. Die Freiheit und Selbstbestimmung unseres Landes wären dann nur noch als Randnotiz in den Geschichtsbüchern zu finden.",01,SVP
40,"Das Engagement des Roten Kreuzes, der humanitäre Einsatz der Schweiz und das internationale Genf gehören zu unserem positiven internationalen Renommee und stützen die unparteiische und allseitig offene Haltung der Schweiz. Während das humanitäre Engagement bestehen bleiben soll, muss bei der Entwicklungshilfe aufgeräumt werden. Allein im Jahr 2021 flossen, trotz ausufernder Staatsfinanzen wegen der Corona-Hilfspakete, rund 2,8 Milliarden Franken in die internationale Zusammenarbeit. Dies entspricht mehr als einer Verdoppelung der Auslandshilfen seit 2004. Die teuren staatlichen Hilfsprojekte der letzten Jahrzehnte haben ihr Ziel verfehlt: Nach wie vor halten die Migrationsströme von Süd nach Nord an, Bürgerkriege bedrohen den globalen Süden und die wirtschaftliche Ungleichheit in der Welt wächst. O! werden nicht nur öffentliche Mittel verschwendet, sondern diktatorische, korrupte Regimes und Clans indirekt an der Macht erhalten. Dies zeigt, dass grosser Handlungsbedarf besteht. Die SVP fordert eine konsequente Neuausrichtung der Entwicklungshilfe. Diese ist an die Rücknahme von abgewiesenen Asylbewerbern zu koppeln. Zudem sind die Kosten im Asylbereich vollumfänglich dem Entwicklungshilfebudget anzurechnen. Steuergelder dürfen nicht nach dem Giesskannenprinzip an Entwicklungsländer ausgeschüttet werden. Die Entwicklungshilfeausgaben sind strikt auf das Niveau von 2004 zu begrenzen und die unterstützten Projekte müssen regelmässig und unabhängig auf ihren Nutzen vor Ort untersucht werden. Projekte, die ihre Ziele nicht erreichen oder gar keine Ziele definiert haben, sind sofort zu beenden.",01,SVP
41,"Der Schutz des Privateigentums ist die wichtigste Aufgabe eines freiheitlich demokratischen Staates. Die SVP bekämpft den links-grünen Raubzug, der zum Ziel hat, eine ideologisch geprägte Umverteilungskultur und eine unschweizerische Sozialhilfe-Abzocker-Mentalität zu fördern. Unternehmen brauchen möglichst viel Freiraum und gute Rahmenbedingungen, damit sie erfolgreich tätig sein können.",01,SVP
42,"Die SVP setzt sich dafür ein, dass die Bürger und Unternehmen über ihre rechtmässig erworbenen materiellen und ideellen Güter frei verfügen können. Ohne verfassungsmässig garantiertes Eigentum ist weder das Selbstbestimmungsrecht des Einzelnen noch eine freie und wohlhabende Gesellschaft möglich. Die Geschichte hat es immer wieder gezeigt: Sobald ein Staat seinen Bewohnern das Eigentum nicht mehr gewährleistet oder gar wegnimmt, sind bald auch Leib und Leben der Menschen gefährdet. Leider wird das Eigentum durch verschiedenste Instrumente ausgehebelt. Unter dem Deckmantel ideologischer Zielsetzungen schränkt beispielsweise das Verbandsbeschwerderecht die Handlungsfähigkeit der Eigentümer massiv ein. Die SVP lehnt jegliche Einsprachemöglichkeiten, welche nicht auf eine direkte Betroffenheit zurückzuführen sind, kategorisch ab. Die SVP fordert deshalb demokratisch legitimierte Rechtssicherheit für das Privateigentum. Noch drastischer sind die Eingriffe ins Privateigentum, die unter dem Titel «Klimaschutz» im Gange sind: ein Verbot von Heizöl, Benzin und Diesel. Teure Vorschriften beim Bauen und Sanieren, CO2-Abgaben und andere als «Lenkungsabgaben» getarnte Umerziehungs- und Umverteilungssteuern.",01,SVP
43,"Insbesondere der Erwerb von Wohneigentum, das zentral für den Wohlstand der Schweiz ist, wird durch staatliche Auflagen und Einschränkungen bedroht. Die SVP fordert, dass selbstgenutztes Hausund Wohneigentum durch steuerliche Anreize gefördert wird. Wer Vollzeit arbeitet, soll sich im Laufe seines Lebens Wohneigentum im eigenen Land leisten können! Die heutige Eigenmietwertbesteuerung entfaltet eine eigentumsfeindliche Wirkung und gehört abgeschaft. Die SVP setzt sich dafür ein, dass der Einsatz des Vorsorgekapitals zur Finanzierung des Eigenheims erhalten bleibt. Gleichzeitig ist der freie Markt durch die Überregulierung im Mietrecht stark eingeschränkt. Den staatlichen sozialen Wohnungsbau mit wettbewerbsverzerrenden Effekten lehnt die SVP ab. Genauso das Verbot von Ölheizungen und die Solarpflicht für alle Hausbesitzer: Diese Milliardenkosten müssen die Wohneigentümer zahlen – und die Mieter mit noch höheren Mieten.",01,SVP
44,"Die Schweizer Unternehmen – und dabei speziell die kleinen und mittleren Unternehmen (KMU) sind als Arbeitgeber Garant des Wohlstands für Land und Leute. Deshalb kämpft die SVP für mehr unternehmerischen Freiraum und gegen neue Gesetze und Verbote, die unsere Unternehmen belasten. Denn wo die Bürokratie wuchert, wird zwangsläufig das unternehmerische Handeln eingeschränkt und die regulatorischen Kosten laufen aus dem Ruder. Die Tendenzen der vergangenen Jahre, den liberalen Arbeitsmarkt immer mehr zu regulieren, die Energie und den Transport zu verteuern und den bürokratischen Aufwand zu vergrössern, sind endlich zu stoppen. Unseren erfolgreichen KMU, aber auch den vielen grossen Firmen mit Sitz in der Schweiz, ist Sorge zu tragen. Staatlich verordneter, bürokratischer Leerlauf – namentlich durch bürokratische Änderungen in den bundesrätlichen Verordnungen – schaden den Unternehmen und damit der Schweiz. Unnötige Regulierungen, neue Gesetze, Vorschriften und Verbote sowie die automatische Übernahme von EURecht, die Gi! für die Unternehmen und Gewerbebetriebe sind, lehnt die SVP ab.",01,SVP
45,"Sozial ist, wer Erfolg hat und Arbeitsplätze schafft. Arbeit ist das zuverlässigste Mittel gegen die Armut. Ein flexibler Arbeitsmarkt ist der beste Schutz vor Arbeitslosigkeit und erleichtert den Zugang zum Arbeitsmarkt und einem guten Auskommen. Das liberale Arbeitsrecht und eine freie, dezentrale Lohnbildung zwischen Arbeitgeber und Arbeitnehmer sind die Trümpfe des schweizerischen Arbeitsmarktes. Die Einführung der Personenfreizügigkeit im Jahr 2002 und die heute fast 600 Gesamtarbeitsverträge (GAV) bedrohen jedoch diese Trümpfe. Die Gewerkschaften geben vor, als o)zielle Vertreter für über die Hälfte aller Beschäftigten zu agieren, obwohl lediglich 15 Prozent der Erwerbstätigen Mitglied in einer der Gewerkscha!en sind und deren Mitgliederzahlen stetig schwinden. Die SVP bekämpft das Doppelspiel der Gewerkschaften: Sie wollen über immer mehr allgemein verbindliche GAV den Arbeitsmarkt regulieren und zusätzlich mit der Unterstützung von Links-Grün über kantonale und städtische Mindestlöhne weitere Bereiche des Arbeitsrechts verstaatlichen. Damit gefährden sie Arbeitsplätze, anstatt solche zu schützen.",01,SVP
46,"Der wachsende Einfluss der Gewerkschaften und der Ausbau der Beamtenschweiz gehen Hand in Hand. Jede neue Regulierung, überwacht durch Gewerkschaften und Bundesbeamte, rechtfertigt neue Steuern und Abgaben. Deshalb kämpft die SVP für einen Abbau der Regulierungsdichte. Für jedes neue Gesetz oder jede neue Regulierung ist mindestens eines bzw. eine zu streichen.",01,SVP
47,"Die in grosser Zahl neu geschaffenen Staatsstellen belasten nicht nur die Steuerzahler, sondern auch die Wirtschaft. Mehr Beamte führen automatisch zu noch mehr staatlicher Bürokratie, Aktionismus und noch mehr Übernahme von EURecht. Anstelle von Markt und Wettbewerb treten sodann staatliche Vorschriften und Interventionismus sowie internationale Gleichmacherei, welche die Unternehmer aus dem Markt drängen. Unnötige Monopole wie die Suva oder die SRG verteuern zudem die Dienstleistungen und verhindern echte Konkurrenz. Die erweiterte Fiskalquote stieg zwischen 1990 und 2019 von 33,2 Prozent auf 39,6 Prozent. In anderen Worten: Von jedem in der Schweiz erarbeiteten «Hunderter-nötli» reissen die Bundesbeamten 40 Franken an sich, ölen damit die Maschinerie des Beamtentums und finanzieren auch ihre Privilegien. Die SVP kämpft dafür, dass die Menschen in der Schweiz ihr sauer verdientes Geld selbst ausgeben, sparen oder investieren können.",01,SVP
48,"Angetrieben durch die steigenden Einnahmen auf Kosten der Privaten, untersuchen immer mehr Beamte das Handeln der Bürger und Unternehmen. Die Privatsphäre wird zunehmend untergraben. Die Preisgabe des Bankkundengeheimnisses gegenüber dem Ausland und sich abzeichnende digitale Identitätskarten sowie Impfausweise sind Beispiele dafür, wie die Privatsphäre der Bürger bereits ausgehöhlt wurde. Die SVP lehnt jede weitere Preisgabe der Privatsphäre durch eine Ausdehnung des Informationsaustauschs aller schätzenswerten Daten ab. Derartige Bestrebungen, insbesondere Automatismen, widersprechen wichtigen Grundsätzen der Schweiz, wie dem Schutz der Privatsphäre oder einem auf Treu und Glauben aufbauenden Verhältnis zwischen Bürger und Staat. Zudem wird durch mehr Privatsphäre auch die Bürokratie gesenkt: Je weniger Daten gesammelt werden, desto weniger Bundespersonal muss diese auswerten. Die SVP kämpft für einen schlanken Staat und den uneingeschränkten Schutz der Privatsphäre der Bürger in allen Belangen.",01,SVP
